Source DB,Target,Topic,Severity Level,Action Code,Action Message,Action Item,PostgreSQL Documentation Hyperlink / Amazon Services Hyperlink,Aurora PostgreSQL Documentation Hyperlink / Amazon Services Hiperlink,Estimated time to manual resolve h
Oracle ,MySQL,CREATE TABLE,2,213,MySQL expands fractional seconds support for TIME DATETIME and TIMESTAMP values with up to microseconds (6 digits) of precision,Review your transformed code and modify it if necessary to avoid a loss of accuracy.,https://dev.mysql.com/doc/refman/5.7/en/data-types.html,https://dev.mysql.com/doc/refman/5.6/en/data-types.html,0.5
Oracle ,MySQL,CREATE TABLE,1,214,MySQL doesn't have a data type that stores time zone information. The DATETIME data type stores timestamps in the MySQL server time zone,Manually create a mechanism to represent TIME ZONE functionality as needed.,https://dev.mysql.com/doc/refman/5.7/en/data-types.html,https://dev.mysql.com/doc/refman/5.6/en/data-types.html,8
Oracle ,MySQL,  Argumens of functions and procedures,1,217,MySQL doesn't support object-type arguments for UDP-Based Data Transfer (UDT),Revise your code to replace object type with another solution.,https://dev.mysql.com/doc/refman/5.7/en/stored-programs-views.html,https://dev.mysql.com/doc/refman/5.6/en/stored-programs-views.html,80
Oracle ,MySQL,PACKAGES,0,218,MySQL doesn't support user types,Revise your architecture with a custom solution to substitute the user type using.,https://dev.mysql.com/doc/refman/5.7/en/stored-programs-views.html,https://dev.mysql.com/doc/refman/5.6/en/stored-programs-views.html,40
Oracle ,MySQL,RETURN,1,220,MySQL doesn't support the record type,Change the function to a stored procedure and change record-type items to separate parameters.,https://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,https://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,2
Oracle ,MySQL,RETURN,1,225,MySQL doesn't support the pipeline clause,Change the function to a stored procedure and try using a table to store results.,https://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,https://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,2
Oracle ,MySQL,raise exeption_name,0,234,MySQL doesn't support the EXCEPTION declaration,Use the DECLARE ... CONDITION statement.,https://dev.mysql.com/doc/refman/5.7/en/declare-condition.html,https://dev.mysql.com/doc/refman/5.6/en/declare-condition.html,4
Oracle ,MySQL,PRAGMA,0,235,MySQL doesn't support PRAGMA options,Review the exception used and if possible convert it to another condition.,https://dev.mysql.com/doc/refman/5.7/en/declare-condition.html,https://dev.mysql.com/doc/refman/5.6/en/declare-condition.html,4
Oracle ,MySQL,TRIGGERS,0,236,MySQL doesn't support INSTEAD OF triggers,Try using the BEFORE trigger.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,1
Oracle ,MySQL,TRIGGERS,0,237,MySQL doesn't support statement triggers,Try using the FOR EACH ROW trigger.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,1
Oracle ,MySQL,TRIGGERS,0,238,MySQL doesn't support the REFERENCING clauses,Modify references to pseudorows to use OLD and NEW instead.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,1
Oracle ,MySQL,TRIGGERS,3,239,MySQL doesn't support WHEN(condition) triggers,The WHEN condition is applied in the trigger body.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,0.1
Oracle ,MySQL,TRIGGERS,0,240,MySQL doesn't support triggers on nested table columns in views,Revise your code to replace nested table with another solution.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,2
Oracle ,MySQL,TRIGGERS,1,241,MySQL doesn't support the FOLLOWS | PRECEDES clause,Perform a manual conversion please.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,2
Oracle ,MySQL,TRIGGERS,0,242,MySQL doesn't support COMPOUND TRIGGER,Create a single trigger for each part of the compound trigger.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,4
Oracle ,MySQL,TRIGGERS,0,243,MySQL doesn't support the UPDATE OF clause,Perform a manual conversion please.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,2
Oracle ,MySQL,TRIGGERS,0,244,MySQL doesn't support conditional predicates,Revise your code and try using simple triggers.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,4
Oracle ,MySQL,Object View,0,245,MySQL doesn't support views with nested table columns,Revise your code to replace nested table with another solution.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,2
Oracle ,MySQL, BUILT-IN SQL FUNCTIONS,0,253,MySQL doesn't support the function %s with two parameters,Create a user-defined function.,https://dev.mysql.com/doc/refman/5.0/en/date-and-time-functions.html#function_extract,https://dev.mysql.com/doc/refman/5.0/en/date-and-time-functions.html#function_extract,16
Oracle ,MySQL, BUILT-IN SQL FUNCTIONS,0,266,MySQL doesn't support the function %s with the analytic clause,Create a user-defined function.,http://dev.mysql.com/doc/refman/5.7/en/group-by-functions.html,http://dev.mysql.com/doc/refman/5.6/en/group-by-functions.html,40
Oracle ,MySQL,Parser Error,1,293,Unable to resolve the object,Verify if object %s is present in the database. If it isn't check the object name or add the object. If the object is present transform the code manually.,,,4
Oracle,MySQL,Unknown,0,294,Automatic conversion of %s statement is not supported,Perform a manual conversion.,,,8
Oracle,MySQL,Unknown,1,295,Automatic conversion of %s clause of %s statement is not supported,Perform a manual conversion.,,,4
Oracle,MySQL,CREATE TABLE,3,296,Transformation from invalid table,Check the original table for errors and perform the conversion again.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,8
Oracle,MySQL,ROWTYPE attribute,0,297,MySQL doesn't support %ROWTYPE,Try emulating the functionality you want with temporary tables or a set of variables.,,,1
Oracle,MySQL,LOCK TABLE,3,302,MySQL doesn't support the NOWAIT clause in the LOCK TABLE statement,Revise your code to replace  LOCK TABLE statement with another solution.,http://dev.mysql.com/doc/refman/5.7/en/lock-tables.html,http://dev.mysql.com/doc/refman/5.6/en/lock-tables.html,16
Oracle,MySQL,SELECT ,0,303,MySQL doesn't support the XMLTable function,Revise your code to replace XMLTable function with another solution.,https://dev.mysql.com/doc/refman/5.7/en/select.html,https://dev.mysql.com/doc/refman/5.6/en/select.html,8
Oracle,MySQL,TRIGGERS,3,306,Transformation from invalid trigger,Check the original trigger for errors and perform the conversion again.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,8
Oracle,MySQL,TRIGGERS,0,310,MySQL doesn't support triggers for views,You might perform this operation to the underlying tables.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,2
Oracle,MySQL,TRIGGERS,0,311,MySQL doesn't support system triggers,Revise your code to replace system triggers with another solution.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,160
Oracle,MySQL,TRIGGERS,3,312,MySQL doesn't support the DISABLED clause,Drop the trigger.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,0.1
Oracle,MySQL,TRIGGERS,0,313,MySQL doesn't support the action-type clause,Use another method for this functionality.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,160
Oracle,MySQL,TRIGGERS,0,314,MySQL doesn't support crossedition triggers,Use another method for this functionality.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,160
Oracle,MySQL,TRIGGERS,0,316,MySQL doesn't support the APPLY-SERVER-ONLY clause,Use another method for this functionality.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,160
Oracle,MySQL,TRIGGERS,0,317,MySQL doesn't support the PARENT referencing clause,Use another method for this functionality.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,40
Oracle,MySQL,VIEW,3,320,Transformation from invalid view,Check the original view for errors and perform the conversion again.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,4
Oracle,MySQL,VIEW,0,321,MySQL doesn't support the object view,Revise your code to avoid OBJECT VIEW.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,80
Oracle,MySQL,VIEW,3,323,MySQL doesn't support the subview from superview,Revise your code to avoid SUBVIEW.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,80
Oracle,MySQL,VIEW,3,324,MySQL doesn't support the editioning view,Try editioning a base table.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,40
Oracle,MySQL,CREATE CONSTRAINT ,0,325,MySQL does not support check constraints. Emulating triggers created,Please revise generated code and modify it if is necessary.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,0.5
Oracle,MySQL,CREATE CONSTRAINT ,3,326,MySQL doesn't support constraints with the status DISABLED,Drop the constraint.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,0.2
Oracle,MySQL,COLUMN(TABLE),0,327,MySQL doesn't support the objects column,Create a user-defined function.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,8
Oracle,MySQL,Index,3,328,Unable to transform index in INVALID state,Review your original source delete the index if it is unused and try converting again.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,8
Oracle,MySQL,EXCEPTIONS,0,329,MySQL doesn't support the RAISE exception,Review the RAISE exception used and if possible convert it to an exception using the SIGNAL or RESIGNAL statement.,https://dev.mysql.com/doc/refman/5.7/en/condition-handling.html,https://dev.mysql.com/doc/refman/5.6/en/condition-handling.html,1
Oracle ,MySQL,PACKAGES,0,330,MySQL doesn't support global cursors,Use another method for this functionality.,https://dev.mysql.com/doc/refman/5.7/en/stored-programs-views.html,https://dev.mysql.com/doc/refman/5.6/en/stored-programs-views.html,40
Oracle ,MySQL,PACKAGES,0,331,MySQL doesn't support a global user exception,Use another method for this functionality.,https://dev.mysql.com/doc/refman/5.7/en/stored-programs-views.html,https://dev.mysql.com/doc/refman/5.6/en/stored-programs-views.html,40
Oracle ,MySQL,Message from stored routines,3,332,MySQL doesn't support the procedure dbms_output.put_line,Try using INSERT in the log table. To do this you must add code into AWS_ORACLE_EXT.PUT_LINE.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,1
Oracle ,MySQL,Initialization block BEGIN … END in packages ,0,333,MySQL doesn't support EXCEPTION BLOCK in initialization blocks in packages,Try using CONTINUE HANDLER.,https://dev.mysql.com/doc/refman/5.7/en/stored-programs-views.html,https://dev.mysql.com/doc/refman/5.6/en/stored-programs-views.html,4
Oracle,MySQL,DYNAMIC SQL,0,334,MySQL doesn't support the dynamic SQL statement EXECUTE IMMEDIATE,Review and modify the execution string.,https://dev.mysql.com/doc/refman/5.7/en/execute.html,https://dev.mysql.com/doc/refman/5.6/en/execute.html,1
Oracle,MySQL,Statements,0,335,MySQL doesn't support the GOTO operator,Perform a manual conversion.,,,8
Oracle,MySQL,CURSOR,0,337,MySQL doesn't support a  variable of SYS_REFCURSOR type,Try using temporary tables.,,,8
Oracle,MySQL,,3,338,The converted object is invalid,To correct this update the original source code to convert to a valid object.,,,2
Oracle,MySQL,,3,339,The used object is invalid,To correct this update the original source code to make the specified object valid or to create an exception for it.,,,2
Oracle ,MySQL, BUILT-IN SQL FUNCTIONS,0,340,MySQL doesn't support the %s function,Create a user-defined function.,https://dev.mysql.com/doc/refman/5.7/en/string-functions.html,https://dev.mysql.com/doc/refman/5.6/en/string-functions.html,8
Oracle ,MySQL,Sequence,0,341,MySQL doesn't support sequences,Try developing a system for sequences in your application.,,,160
Oracle ,MySQL,EXCEPTIONS,0,342,MySQL doesn't support the %s exception,Review the exception used and if possible convert it to an exception using the SIGNAL or RESIGNAL statement.,https://dev.mysql.com/doc/refman/5.7/en/condition-handling.html,https://dev.mysql.com/doc/refman/5.6/en/condition-handling.html,8
Oracle ,MySQL,CURSOR,0,343,Unable to transform the SELECT statement for a cursor,Try rewriting the select statement.,http://dev.mysql.com/doc/refman/5.7/en/cursors.html,http://dev.mysql.com/doc/refman/5.6/en/cursors.html,8
Oracle ,MySQL,LABEL,0,344,MySQL doesn't support labeled variables,Try rewriting variables without using labels.,,,8
Oracle ,MySQL,EXCEPTIONS,3,345,The handler might cover not all cases,Review the transformed code and modify it manually if necessary.,https://dev.mysql.com/doc/refman/5.7/en/condition-handling.html,https://dev.mysql.com/doc/refman/5.6/en/condition-handling.html,1
Oracle,MySQL,LOCK TABLE,0,346,MySQL doesn't support the LOCK TABLE statement inside a stored procedure,Revise your code to replace  LOCK TABLE statement with another solution.,,,8
Oracle,MySQL,CREATE TABLE,1,348,MySQL doesn't support GLOBAL TEMPORARY TABLE,Try to use a simple table.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,80
Oracle ,MySQL,Message from stored routines,3,349,MySQL doesn't support the procedure dbms_output.put,Try using INSERT in the log table. To do this you must add code into AWS_ORACLE_EXT.PUT.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,1
Oracle ,MySQL,FUNCTION,1,350,The function cannot use statements that explicitly or implicitly begin or end a transaction such as START TRANSACTION COMMIT or ROLLBACK,Try to use a procedure.,https://dev.mysql.com/doc/refman/5.7/en/stored-programs-views.html,https://dev.mysql.com/doc/refman/5.6/en/stored-programs-views.html,1
Oracle,MySQL,Unknown,0,351,Automatic conversion of %s object is not supported,Perform a manual conversion.,,,40
Oracle,MySQL,SYNONYMS,0,352,MySQL doesn't support a synonyms,Using  a synonym  was change to fully qualified name of an object.,,,0.01
Oracle ,MySQL,CURSOR,1,354,The dynamic SQL  for the REF_CURSOR variable cannot be transformed,Try rewriting the select statement.,http://dev.mysql.com/doc/refman/5.7/en/cursors.html,http://dev.mysql.com/doc/refman/5.6/en/cursors.html,8
Oracle,MySQL,TRIGGERS,0,415,MySQL doesn't support system triggers,Revise your code to replace system triggers with another solution.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,160
Oracle,MySQL,CREATE,0,499,Unable convert object due to %s not created,Please review the %s object.,,,1
Oracle,MySQL,System Package,0,500,MySQL does not have functionality similar to %s module,Try using the Amazon Simple Notification Service (SNS).,https://aws.amazon.com/documentation/sns/,https://aws.amazon.com/documentation/sns/,160
Oracle,MySQL,CREATE,3,504,The object has referenced on the object in %s schema,Please convert the object in %s schema also.,,,8
Oracle,MySQL,System Package,0,501,MySQL does not have functionality similar to %s module,Try using the AWS Lambda Service with Scheduled Events.,httpshttps://aws.amazon.com/documentation/lambda/,httpshttps://aws.amazon.com/documentation/lambda/,160
Oracle,MySQL,System Package,0,502,MySQL does not have functionality similar to %s module,Try using the AWS Import/Export Snowball.,https://aws.amazon.com/documentation/importexport/,https://aws.amazon.com/documentation/importexport/,160
Oracle,MySQL,System Package,0,503,MySQL does not have functionality similar to %s module,Try using the Amazon Simple Workflow (SWF).,https://aws.amazon.com/documentation/swf/,https://aws.amazon.com/documentation/swf/,160
Oracle ,MySQL,TRIGGERS,0,524,MySQL doesn't support triggers for multiple events,Try to split the trigger on several independent triggers (one trigger - for one event).,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,1
Oracle,MySQL,Unknown,0,576,Unparsed SQL,Perform a manual conversion.,,,40
Oracle,MySQL,CREATE,0,582,Encrypted Objects,Decrypt the object before conversion.,,,2
Oracle,MySQL,VIEW,3,583,MySQL doesn't support constraints for view,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,40
Oracle,MySQL,SELECT ,0,585,Unable to convert outer join inside a correlated query,Perform a manual conversion.,,,2
Oracle,MySQL,TRIGGERS,3,588,MySQL doesn't support more than one trigger per event. A few triggers were merged,Review the transformed code and modify it manually if necessary.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,2
Oracle ,MySQL,Build_in_function,3,590,The function was converted as procedure ,Can't return a reply because this functionality is  asynchrony.,,,0.1
Oracle,MySQL,Universal,0,595,The %s synonym is system,Perform a manual conversion.,,,0.01
SQL Server,MySQL,CREATE CONSTRAINT ,0,601,BLOB and TEXT columns cannot be included in a foreign key ,Revise your code and try to use another datatype of column.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,0.5
SQL Server,MySQL,CREATE INDEX,3,602,MySQL has the InnoDB internal maximum key length ,For indexes on BLOB and TEXT columns have specified  an index prefix length.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,0.1
SQL Server,MySQL,SELECT,1,604,MySQL doesn't support the PERCENT option this option is ignored ,Please review generated code and modify it if necessary.,,,2
SQL Server,MySQL,SELECT,1,605,MySQL doesn't support the WITH TIES option this option is ignored ,Please review generated code and modify it if necessary.,,,2
SQL Server,MySQL,INSERT,0,606,MySQL doesn't support this construction. A manual conversion is required,Create a temporary table fill it with the data to insert and use the temporary table in the query.,http://dev.mysql.com/doc/refman/5.7/en/insert.html,http://dev.mysql.com/doc/refman/5.6/en/insert.html,4
SQL Server,MySQL,INSERT,0,607,MySQL doesn't support this construction. A manual conversion is required,Try to convert the WITH query to a subquery and then use the subquery in the INSERT query.,http://dev.mysql.com/doc/refman/5.7/en/insert.html,http://dev.mysql.com/doc/refman/5.6/en/insert.html,8
SQL Server,MySQL,INSERT,0,608,MySQL doesn't support the PERCENT option. A manual conversion is required,Get a count of all rows and then use the following expression where count_of_all_rows is your row count: percent_expression * count_of_all_rows / 100.,http://dev.mysql.com/doc/refman/5.7/en/insert.html,http://dev.mysql.com/doc/refman/5.6/en/insert.html,2
SQL Server,MySQL,INSERT,0,609,MySQL doesn't support the OUTPUT clause in the statements INSERT UPDATE and DELETE. A manual conversion is required,Create a trigger for INSERT statements for the table and then save the inserted rows in a temporary table. After the INSERT operation you can make use of the rows saved in the temporary table. This logic can be placed in a stored procedure.,http://dev.mysql.com/doc/refman/5.7/en/insert.html,http://dev.mysql.com/doc/refman/5.6/en/insert.html,8
SQL Server,MySQL,INSERT,3,610,MySQL doesn't support hints in an update statement. The conversion skips options in the format WITH (Table_Hint_Limited),Use MySQL methods of performance tuning.,http://dev.mysql.com/doc/refman/5.7/en/insert.html,http://dev.mysql.com/doc/refman/5.6/en/insert.html,0.1
SQL Server,MySQL,UPDATE,0,611,MySQL doesn't support queries using the WITH syntax defined. A manual conversion is required,Try to convert the WITH query to a subquery and then use the subquery in the UPDATE query.,https://dev.mysql.com/doc/refman/5.0/en/update.html,https://dev.mysql.com/doc/refman/5.0/en/update.html,8
SQL Server,MySQL,UPDATE,0,612,MySQL doesn't support the PERCENT option. A manual conversion is required,Get a count of all rows and then use the following expression where count_of_all_rows is your row count: percent_expression * count_of_all_rows / 100.,https://dev.mysql.com/doc/refman/5.0/en/update.html,https://dev.mysql.com/doc/refman/5.0/en/update.html,2
SQL Server,MySQL,UPDATE,0,616,MySQL doesn't support the OUTPUT clause in the statements INSERT UPDATE and DELETE. A manual conversion is required,Create a trigger for UPDATE statements for the table and then save the changed rows in a temporary table. After the UPDATE operation you can make use of the rows saved in the temporary table. This logic can be placed in a stored procedure.,https://dev.mysql.com/doc/refman/5.0/en/update.html,https://dev.mysql.com/doc/refman/5.0/en/update.html,8
SQL Server,MySQL,UPDATE,3,617,MySQL doesn't support hints in update statements. The conversion skips options in the format WITH(Table_Hint_Limited),Use MySQL methods of performance tuning.,https://dev.mysql.com/doc/refman/5.0/en/update.html,https://dev.mysql.com/doc/refman/5.0/en/update.html,0.1
SQL Server,MySQL,UPDATE,0,618,MySQL doesn't support use of a CURRENT OF clause for data manipulation language (DML) queries that are in the body of a cursor loop. A manual conversion is required,Replace the CURRENT OF clause with an expression that consists of conditions that use unique key fields of the table.,https://dev.mysql.com/doc/refman/5.0/en/update.html,https://dev.mysql.com/doc/refman/5.0/en/update.html,2
SQL Server,MySQL,DELETE,0,619,MySQL doesn't support common table expression (CTE) query definitions. A manual conversion is required,Try to convert the WITH query to a subquery and then use the subquery in the DELETE query.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,8
SQL Server,MySQL,DELETE,0,621,MySQL doesn't support the PERCENT option. A manual conversion is required,Get a count of all rows and then use the following expression where count_of_all_rows is your row count: percent_expression * count_of_all_rows / 100.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,2
SQL Server,MySQL,DELETE,0,622,MySQL doesn't support the OUTPUT clause in the statements INSERT UPDATE and DELETE. A manual conversion is required,Create a trigger for DELETE statements for the table and then save the deleted rows in a temporary table. After the DELETE operation you can make use of the rows saved in the temporary table. This logic can be placed in a stored procedure.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,8
SQL Server,MySQL,DELETE,3,623,MySQL doesn't support hints in update statements. The conversion skips options in the format WITH(Table_Hint_Limited),Use MySQL methods of performance tuning.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,0.1
SQL Server,MySQL,DELETE,0,624,MySQL doesn't support use of a CURRENT OF clause for data manipulation language (DML) queries that are in the body of a cursor loop. A manual conversion is required,Replace the CURRENT OF clause with an expression that consists of conditions that use unique key fields of the table.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,2
SQL Server,MySQL,PROCEDURES,0,625,MySQL doesn't support procedure arguments of the CURSOR data type,Change the business logic to eliminate the need to send cursors through arguments to a stored procedure.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,16
SQL Server,MySQL,CONTROL FLOW,0,628,MySQL doesn't support the GOTO option. Automatic conversion cannot be performed,Revise your code to eliminate GOTO operators using BEGIN...END blocks in combination with LEAVE REPEAT UNTIL and WHILE operators.,https://dev.mysql.com/doc/refman/5.7/en/statement-labels.html,https://dev.mysql.com/doc/refman/5.6/en/statement-labels.html,2
SQL Server,MySQL,TRANSACTION,0,629,MySQL doesn't support named transactions. Automatic conversion cannot be performed,Revise your code to eliminate named transactions.,https://dev.mysql.com/doc/refman/5.7/en/commit.html,https://dev.mysql.com/doc/refman/5.6/en/commit.html,4
SQL Server,MySQL,TRANSACTION,0,630,MySQL doesn't support the WITH MARK option. Automatic conversion cannot be performed,Revise your code to eliminate marked transactions.,https://dev.mysql.com/doc/refman/5.7/en/commit.html,https://dev.mysql.com/doc/refman/5.6/en/commit.html,4
SQL Server,MySQL,TRANSACTION,0,631,MySQL doesn't support distributed transactions,Revise your architecture so that it doesn't use distributed transactions.,https://dev.mysql.com/doc/refman/5.7/en/commit.html,https://dev.mysql.com/doc/refman/5.6/en/commit.html,80
SQL Server,MySQL,TRANSACTION,0,632,MySQL doesn't support named transactions. Automatic conversion cannot be performed,Revise your code to eliminate named transactions.,https://dev.mysql.com/doc/refman/5.7/en/commit.html,https://dev.mysql.com/doc/refman/5.6/en/commit.html,4
SQL Server,MySQL,TRANSACTION,1,633,MySQL doesn't support the DELAYED_DURABILITY option. Automatic conversion ignores this clause,Use other methods of the performance  tuning respecting durability.,https://dev.mysql.com/doc/refman/5.7/en/commit.html,https://dev.mysql.com/doc/refman/5.6/en/commit.html,4
SQL Server,MySQL,VIEW,3,634,MySQL doesn't support the SCHEMABINDING option. Automatic conversion ignores this clause,Use CREATE VIEW without this option.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,0.1
SQL Server,MySQL,VIEW,3,635,MySQL doesn't support the ENCRYPTION option. Automatic conversion ignores this clause,Use CREATE VIEW without this option.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,0.1
SQL Server,MySQL,VIEW,3,636,MySQL doesn't support the VIEW_METADATA option. Automatic conversion ignores this clause,Use CREATE VIEW without this option.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,0.1
SQL Server,MySQL,CURSOR,0,637,MySQL doesn't support the GLOBAL CURSORS option. Manual conversion is required,Change the global cursor to a local cursor or revise your code so it doesn't require global cursors.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
SQL Server,MySQL,CURSOR,1,638,MySQL doesn't support the SCROLL option in cursors,Revise your code to eliminate cursors with the SCROLL option.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
SQL Server,MySQL,CURSOR,0,639,MySQL doesn't support dynamic cursors,Revise your code to eliminate dynamic cursors.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
SQL Server,MySQL,EXECUTE,3,640,The EXECUTE with RECOMPILE option is ignored,Use EXECUTE command without this option.,https://dev.mysql.com/doc/refman/5.7/en/call.html,https://dev.mysql.com/doc/refman/5.6/en/call.html,0.1
SQL Server,MySQL,EXECUTE,3,641,The EXECUTE with RESULT SETS UNDEFINED option is ignored,Use EXECUTE command without this option.,https://dev.mysql.com/doc/refman/5.7/en/call.html,https://dev.mysql.com/doc/refman/5.6/en/call.html,0.1
SQL Server,MySQL,EXECUTE,3,642,The EXECUTE with RESULT SETS NONE option is ignored,Use EXECUTE command without this option.,https://dev.mysql.com/doc/refman/5.7/en/call.html,https://dev.mysql.com/doc/refman/5.6/en/call.html,0.1
SQL Server,MySQL,EXECUTE,3,643,The EXECUTE with RESULT SETS DEFINITION option is ignored,Use EXECUTE command without this option.,https://dev.mysql.com/doc/refman/5.7/en/call.html,https://dev.mysql.com/doc/refman/5.6/en/call.html,0.1
SQL Server,MySQL,EXECUTE,2,644,"The clause <USER='xxx'> is ignored in automatic conversion because in MySQL ""user"" has another meaning",Verify that your transformed results are accurate.,https://dev.mysql.com/doc/refman/5.7/en/execute.html,https://dev.mysql.com/doc/refman/5.6/en/execute.html,1
SQL Server,MySQL,EXECUTE,0,645,MySQL doesn't support executing a pass-through command on a linked server,Use other methods to execute statements on a remote server.,,,160
SQL Server,MySQL,SELECT,1,646,MySQL doesn't support the COLLATE option. Automatic conversion ignores this clause,You must use the COLLATION settings that were assigned when the database was created.,https://dev.mysql.com/doc/refman/5.7/en/select.html,https://dev.mysql.com/doc/refman/5.6/en/select.html,8
