source,target,actioncode,hours,Feature,Exceptionsyntax
DB2,POSTGRESQL,4518,4,CREATE VARIABLE,
DB2,POSTGRESQL,4519,4,ALIASES,CREATE ALIAS
DB2,POSTGRESQL,4521,40,"FUNCTION, PROCEDURE",Stored external routine
DB2,POSTGRESQL,4522,40,"FUNCTION, PROCEDURE",Stored sourced routine
DB2,POSTGRESQL,4523,2,INSERT statement,Inserting into query
DB2,POSTGRESQL,4524,4,INSERT statement,Returning values into NEW TABLE
DB2,POSTGRESQL,4525,2,DML statements,WITH RR|RS|CS|UR
DB2,POSTGRESQL,4526,4,BUILT-IN SQL FUNCTIONS,FUNCTION
DB2,POSTGRESQL,4527,2,UPDATE statement,Updating with data using query
DB2,POSTGRESQL,4528,4,UPDATE statement,Returning values into NEW TABLE
DB2,POSTGRESQL,4529,4,UPDATE statement,Returning values into OLD TABLE
DB2,POSTGRESQL,4530,4,UPDATE statement,WITH RR|RS|CS|UR
DB2,POSTGRESQL,4531,4,DML,INCLUDE columns
DB2,POSTGRESQL,4532,4,INSERT statement,INCLUDE columns
DB2,POSTGRESQL,4533,4,UPDATE statement,OFFSET | FETCH FIRST
DB2,POSTGRESQL,4534,4,DELETE statement,Deleting with data using query
DB2,POSTGRESQL,4535,2,DELETE statement,WITH RR|RS|CS|UR
DB2,POSTGRESQL,4536,4,DELETE statement,OFFSET | FETCH FIRST
DB2,POSTGRESQL,4537,40,FROM,FOR SYSTEM_TIME FROM-FOR SYSTEM_TIME AS OF-FOR SYSTEM_TIME BETWEEN-FOR BUSINESS_TIME AS OF-FOR BUSINESS_TIME FROM-FOR BUSINESS_TIME BETWEEN
DB2,POSTGRESQL,4538,4,FROM,FROM OUTER
DB2,POSTGRESQL,4539,4,FROM,RETURN DATA UNTIL 
DB2,POSTGRESQL,4540,4,DECLARE,
DB2,POSTGRESQL,4541,1,MODULE,CREATE MODULE
DB2,POSTGRESQL,4542,8,SELECT,
DB2,POSTGRESQL,4543,2,DECLARE CURSOR,ASENSITIVE-INSENSITIVE-WITHOUT HOLD-WITH HOLD-WITHOUT RETURN-WITH RETURN
DB2,POSTGRESQL,4544,2,SELECT,WITH RR|RS|CS|UR
DB2,POSTGRESQL,4545,32,NICKNAMES,CREATE NICKNAME
DB2,POSTGRESQL,4546,4,ORDER BY,ORDER OF
DB2,POSTGRESQL,4548,2,SELECT,WAIT FOR OUTCOME
DB2,POSTGRESQL,4549,8,GOTO,
DB2,POSTGRESQL,4550,2,SELECT,FOR READ ONLYFOR FETCH ONLY
DB2,POSTGRESQL,4551,8,EXCEPTIONS,CONTINUE HANDLER
DB2,POSTGRESQL,4552,4,EXCEPTIONS,UNDO
DB2,POSTGRESQL,4553,4,EXCEPTIONS,ERROR HANDLING
DB2,POSTGRESQL,4554,4,EXCEPTIONS,ATOMIC
DB2,POSTGRESQL,4555,4,EXCEPTIONS,SQLCODE outside a handler
DB2,POSTGRESQL,4556,2,EXCEPTIONS,SQLCODE assigned to other variable
DB2,POSTGRESQL,4557,1,VIEW,WITH ROW MOVEMENT
DB2,POSTGRESQL,4558,8,VIEW,VIEW_TYPE_OWNER IS NOT NULL
DB2,POSTGRESQL,4559,4,MERGE,MERGE
DB2,POSTGRESQL,4560,8,Unknown,Unknown Object
DB2,POSTGRESQL,4561,2,DATETIME casting,
DB2,POSTGRESQL,4562,4,Parser Error,Parser Error
DB2,POSTGRESQL,4563,4,BUILT-IN SQL FUNCTIONS,Miscellaneous functions
DB2,POSTGRESQL,4564,0.5,DATATYPES,
DB2,POSTGRESQL,4565,2,DATATYPES,
DB2,POSTGRESQL,4566,2,SELECT,HIDDEN COLUMN
DB2,POSTGRESQL,4567,8,Unknown,
DB2,POSTGRESQL,4568,1,BUILT-IN SQL FUNCTIONS,DATE and TIME conversion
DB2,POSTGRESQL,4569,8,CREATE TABLE,CREATING GLOBAL TEMPORARY TABLE
DB2,POSTGRESQL,4570,10,COLUMN,Row column
DB2,POSTGRESQL,4571,10,COLUMN,REFERENCE COLUMN
DB2,POSTGRESQL,4572,8,FUNCTION,RETURNS ROW
DB2,POSTGRESQL,4573,8,TYPE METHODS,
DB2,POSTGRESQL,4574,4,BUILT-IN SQL FUNCTIONS,Regular expressions (REG_EXP)
DB2,POSTGRESQL,4575,8,CREATE TABLE,CREATE GLOBAL TEMPORARY TABLE
DB2,POSTGRESQL,4576,8,Unknown,
DB2,POSTGRESQL,4577,4,TYPE METHODS,
DB2,POSTGRESQL,4578,4,Case sensitive,
DB2,POSTGRESQL,4579,4,Case sensitive,
DB2,POSTGRESQL,4580,20,FUNCTION,Stored template function
DB2,POSTGRESQL,4581,20,FUNCTION MAPPING,Create function mapping for template function
DB2,POSTGRESQL,4582,4,DECLARE TYPE,ARRAY TYPE
DB2,POSTGRESQL,4583,4,SYS objects,SYS objects
DB2,POSTGRESQL,4584,2,DDL,CREATE INDEX
DB2,POSTGRESQL,4585,8,TABLE,USAGE GLOBAL TEMPORARY TABLE after CREATE
DB2,POSTGRESQL,4586,16,CREATE TABLE,UDT
DB2,POSTGRESQL,4587,1,SELECT,SELECT with clause WITH <CTE expression>
DB2,POSTGRESQL,4588,16,CREATE TABLE,PARTITIONED TABLE
DB2,POSTGRESQL,4589,4,ALTER TABLE,PARTITIONED TABLE
DB2,POSTGRESQL,4590,4,ALTER TABLE,PARTITIONED TABLE
DB2,POSTGRESQL,4591,8,UPDATE statement,PARTITIONED TABLE
DB2,POSTGRESQL,4592,2,CREATE TABLE,TABLE WITH REFERENCES COLUMN
DB2,POSTGRESQL,4593,2,CREATE TRIGGER,REFERENCING
DB2,POSTGRESQL,4594,2,CREATE TABLE,LOB COLUMNS
DB2,POSTGRESQL,4595,2,CREATE TRIGGER,WHEN(condition)- subquery
DB2,POSTGRESQL,4596,4,CREATE TABLE,PARTITIONED TABLE
ORACLE,POSTGRESQL,5026,4,CONTEXT,INITIALIZED clause
ORACLE,POSTGRESQL,5037,0.5,NESTED SUBPROGRAMS,NESTED SUBPROGRAMS- GLOBAL VARIABLES
ORACLE,POSTGRESQL,5038,1,LOCAL CURSOR DECLARATION,cursor declaration duplication overload
ORACLE,POSTGRESQL,5040,0.5,Sharing,sharing
ORACLE,POSTGRESQL,5041,0.5,View sharing option ,sharing
ORACLE,POSTGRESQL,5042,0.5,CURSORS,CURSOR DECLARATION SPECIFICATION
ORACLE,POSTGRESQL,5043,1,HIERARCHICAL QUERY PSEUDOCOLUMNS,HIERARCHICAL QUERIES LEVEL CONNECT LEVEL PSEUDOCOLUMN
ORACLE,POSTGRESQL,5044,0.5,ALTER TABLE,ADD CONSTRAINT % PRIMARY KEY
ORACLE,POSTGRESQL,5069,0.5,TEXT LITERAL,ALTERNATIVE QUOTE
ORACLE,POSTGRESQL,5073,1,HIERARCHICAL QUERY PSEUDOCOLUMNS,HIERARCHICAL QUERIES LEVEL CONNECT PSEUDOCOLUMN
ORACLE,POSTGRESQL,5079,0.5,DYNAMIC SQL,
ORACLE,POSTGRESQL,5091,1,DBMS_XMLQUERY- DBMS_XMLGEN,XML- DBMS_XMLQUERY-DBMS_XMLGEN
ORACLE,POSTGRESQL,5092,1,DBMS_XMLQUERY-DBMS_XMLGEN,XML- DBMS_XMLQUERY-DBMS_XMLGEN
ORACLE,POSTGRESQL,5097,1,DBMS_XMLGEN-DBMS_XMLQUERY,XML-DBMS_XMLGEN-DBMS_XMLQUERY
ORACLE,POSTGRESQL,5138,1,XMLTYPE,XMLSEQUENCE
ORACLE,POSTGRESQL,5141,1,"DBMS_XMLQUERY, DBMS_XMLGEN-XMLTYPE",XML-XMLTYPE-DBMS_XMLQUERY-DBMS_XMLGEN
ORACLE,POSTGRESQL,5142,1,XMLTYPE,XMLTYPE- XMLSQL- EXTRACT
ORACLE,POSTGRESQL,5145,0.5,XMLTYPE,XML XMLTYPE
ORACLE,POSTGRESQL,5146,0.5,XMLTYPE,XML XMLTYPE
ORACLE,POSTGRESQL,5147,0.5,DBMS_XMLQUERY-DBMS_XMLGEN-XMLTYPE,DBMS_XMLQUERY- DBMS_XMLGEN- XMLTYPE
ORACLE,POSTGRESQL,5341,1,BUILT-IN SQL FUNCTIONS,LISTAGG
ORACLE,POSTGRESQL,5562,3,EXCEPTION,CURSOR_ALREADY_OPEN
ORACLE,POSTGRESQL,5647,4,BULK,fetch bulk collect into
ORACLE,POSTGRESQL,5667,4,PRAGMA,pragma autonomous_transaction-global cursors
ORACLE,POSTGRESQL,5668,0.5,DBLINK,DBLINK
ORACLE,POSTGRESQL,5792,1,BUILT-IN DBMS_AQADM,START_QUEUE
ORACLE,POSTGRESQL,5793,1,BUILT-IN DBMS_AQADM,GRANT_QUEUE_PRIVILEGE
ORACLE,POSTGRESQL,5794,1,BUILT-IN DBMS_AQADM,START_QUEUE
ORACLE,POSTGRESQL,5795,1,BUILT-IN DBMS_AQADM,STOP_QUEUE
ORACLE,POSTGRESQL,5796,0.5,BUILT-IN SQL FUNCTIONS,to_timestamp
ORACLE,POSTGRESQL,5969,1,BUILT-IN SQL FUNCTIONS,NLSSORT
ORACLE,POSTGRESQL,5970,1,BUILT-IN SQL FUNCTIONS,orafce
ORACLE,POSTGRESQL,5971,1,BUILT-IN SQL FUNCTIONS,NLSSORT
ORACLE,POSTGRESQL,5972,0.5,SQL*Plus-substitution variable,substitution variable
ORACLE,POSTGRESQL,5978,1,BULK,"RECORD, TYPE, NOT NULL"
ORACLE,POSTGRESQL,5979,1,CREATE PARTITIONED TABLE,"partitioned table, CREATE TRIGGER ...BEFORE ... FOR EACH ROW"
ORACLE,POSTGRESQL,5980,5,DBLINK,remote routine usage
ORACLE,POSTGRESQL,5981,1,BUILT-IN SQL FUNCTIONS,TRIM 
ORACLE,MYSQL,1,12,Analytic functions,Analytic functions
ORACLE,MYSQL,2,1,SELECT,SELECT FOR UPDATE WAITE
ORACLE,MYSQL,3,1,CURSOR SELECT FOR UPDATE,CURSOR SELECT FOR UPDATE WAITE NOWAIT
ORACLE,MYSQL,4,1,BUILTIN FUNCTIONS REGULAR EXPRESSIONS,REGULAR EXPRESSIONS
ORACLE,MYSQL,5,0.5,Sharing,sharing
ORACLE,MYSQL,6,0.5,View sharing option ,sharing
ORACLE,MYSQL,34,1,Spatial,spatial
ORACLE,MYSQL,35,0.5,MERGE,merge
ORACLE,MYSQL,36,0.5,MERGE,error log
ORACLE,MYSQL,73,0.5,CREATE TABLE,as identity..maxvalue|minvalue|cycle|increment by 
ORACLE,MYSQL,74,0.5,CREATE TABLE ,as identity
ORACLE,MYSQL,76,1,SELECT,WITH function-WITH procedure
ORACLE,MYSQL,86,1,SQL%BULK_EXCEPTIONS,SQL%BULK_EXCEPTIONS
ORACLE,MYSQL,129,5,SELECT,WITH and DBTIMEZONE|SESSIONTIMEZONE|SYSDATE|SYSTIMESTAMP 
ORACLE,MYSQL,197,0.5,CREATE TABLE,table with invisible columns
ORACLE,MYSQL,359,0.5,CREATE TABLE,partition by range | list
ORACLE,MYSQL,360,1,CREATE TABLE,partition by hash
ORACLE,MYSQL,361,1,CREATE PARTITIONED TABLE,partition by
ORACLE,MYSQL,362,1,CREATE PARTITIONED TABLE,partitioned table-foreign key
ORACLE,MYSQL,363,1,CREATE PARTITIONED TABLE,partitioned table-foreign key
ORACLE,MYSQL,364,1,CREATE PARTITIONED TABLE,partitioned table
ORACLE,MYSQL,365,1,SELECT,analytic functions
ORACLE,MYSQL,366,0.5,SELECT,analytic functions
ORACLE,MYSQL,367,0.5,CURSOR,global cursor
ORACLE,MYSQL,400,0.5,CREATE PARTITIONED TABLE,partitioned table
ORACLE,MYSQL,601,0.5,COMMENTS,@comments
MSSQL,POSTGRESQL,7623,0.1,DELETE,DELETE with Table Hint Limited
MSSQL,POSTGRESQL,7643,0.1,EXECUTE,EXECUTE with execute options [RESULT SETS (<result_sets_definition>)]
MSSQL,POSTGRESQL,7705,0.1,CURSORS,TYPE_WARNING option
MSSQL,POSTGRESQL,7784,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7793,0.1,SEQUENCE,Specific data type
MSSQL,POSTGRESQL,7801,1,CONTROL FLOW,
MSSQL,POSTGRESQL,7804,8,Operators,Bitwise Operators 
MSSQL,POSTGRESQL,7807,4,TRANSACTION,
MSSQL,POSTGRESQL,7818,8,DATATYPES,BYTEA
MSSQL,POSTGRESQL,7826,0.3,CONTROL FLOW,DECLARE / DEFAULT VALUE
MSSQL,POSTGRESQL,7827,0.1,CONTROL FLOW,DECLARE / DEFAULT VALUE
MSSQL,MYSQL,692,0.5,DECLARE,
MSSQL,MYSQL,817,8,XML,
MSSQL,MYSQL,792,0.5,CREATE,
MSSQL,MYSQL,625,1,CREATE PROCEDURE with cursor parameter,
MSSQL,MYSQL,611,3,UPDATE with clause WITH,
MSSQL,MYSQL,735,0.1,@@MAX_CONNECTIONS,
MSSQL,MYSQL,756,0.1,VAR,
MSSQL,MYSQL,759,0.1,DATEADD,
MSSQL,MYSQL,629,1,Naming a transaction,
MSSQL,MYSQL,632,1,Rollback a named transaction,
MSSQL,MYSQL,815,0.5,Sequence,
MSSQL,MYSQL,618,2,UPDATE with clause CURRENT OF cursor_variable_name,
MSSQL,MYSQL,698,1,,
MSSQL,MYSQL,775,0.5,Arithmetic operators,
MSSQL,MYSQL,695,0.5,,
MSSQL,MYSQL,909,0.5,EXECUTE,
MSSQL,MYSQL,617,0.1,UPDATE with Table Hint Limited,
MSSQL,MYSQL,643,0.1,EXECUTE with execute options [RESULT SETS (<result_sets_definition>)],
MSSQL,MYSQL,702,0.1,READ_ONLY  option,
MSSQL,MYSQL,705,0.1,TYPE_WARNING option,
MSSQL,POSTGRESQL,7691,4,CONTROL FLOW,WAITFOR TIME
MSSQL,POSTGRESQL,7832,8,TRIGGERS,View
MSSQL,POSTGRESQL,7906,10,SELECT,UNPIVOT clause
MSSQL,POSTGRESQL,7912,4,CREATE PARTITIONED TABLE,Partitioned table/Foreign Key
MSSQL,POSTGRESQL,7913,4,CREATE PARTITIONED TABLE,Partitioned table
MSSQL,POSTGRESQL,2008,4,DDL-CREATE TRIGGER,
MSSQL,POSTGRESQL,2014,8,DDL-Server-level objects,
MSSQL,POSTGRESQL,7701,0.1,CURSORS,FAST_FORWARD option
MSSQL,POSTGRESQL,7773,1,Arithmetic operators,Arithmetic operators & dates type
MSSQL,POSTGRESQL,7776,8,DDL,Inline Function
MSSQL,POSTGRESQL,7788,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7796,4,Update,TOP
MSSQL,POSTGRESQL,7904,16,SYS objects,SYS objects
MSSQL,POSTGRESQL,7907,160,DDL,CREATE TABLE
MSSQL,MYSQL,645,8,Execute a pass-through command against a linked server,
MSSQL,MYSQL,780,40,,
MSSQL,MYSQL,669,1,CURSOR with options FORWARD_ONLY or SCROLL (PRIOR),
MSSQL,MYSQL,708,1,,
MSSQL,MYSQL,818,8,XML,
MSSQL,MYSQL,697,1.5,Identity,
MSSQL,MYSQL,757,0.1,VARP,
MSSQL,MYSQL,763,0.1,DATENAME,
MSSQL,MYSQL,822,0.2,Inline Function,
MSSQL,MYSQL,630,1,Marking a transaction,
MSSQL,MYSQL,633,2,Delayed transaction durability,
MSSQL,MYSQL,612,2,UPDATE with clause TOP (expression) | PERCENT,
MSSQL,MYSQL,628,0.5, GOTO,
MSSQL,MYSQL,659,2,table,
MSSQL,MYSQL,773,0.5,Arithmetic operators & dates type,
MSSQL,MYSQL,623,0.1,DELETE with Table Hint Limited,
MSSQL,MYSQL,634,0.1,CREATE VIEW with option SCHEMABINDING,
MSSQL,MYSQL,640,0.1,EXECUTE with execute options [RECOMPILE],
MSSQL,MYSQL,834,0.1,@@rowcount,
MSSQL,POSTGRESQL,7687,8,SELECT,search condition
MSSQL,POSTGRESQL,7707,2,DATATYPES,
MSSQL,POSTGRESQL,2017,10,DDL-Server-level objects,
MSSQL,POSTGRESQL,2018,10,DDL-Server-level objects,
MSSQL,POSTGRESQL,7640,0.1,EXECUTE,EXECUTE with execute options [RECOMPILE]
MSSQL,POSTGRESQL,7654,8,SELECT,GROUP BY CUBE
MSSQL,POSTGRESQL,7655,8,SELECT,Group By Grouping Sets
MSSQL,POSTGRESQL,7696,1,CREATE,
MSSQL,POSTGRESQL,7781,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7787,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7814,0.5,SEQUENCE,OVER ORDER BY
MSSQL,POSTGRESQL,7908,160,DDL,CREATE TABLE
MSSQL,POSTGRESQL,2003,5.3,BUILT-IN SERVICES-SQL Server Backup,
MSSQL,MYSQL,902,4,SQL Server Agent,
MSSQL,MYSQL,688,4,search condition,
MSSQL,MYSQL,638,1,CURSOR with options FORWARD_ONLY or SCROLL,
MSSQL,MYSQL,639,0.5,CURSOR with options STATIC or KEYSET or DYNAMIC or FAST_FORWARD,
MSSQL,MYSQL,670,1,CURSOR with options FORWARD_ONLY or SCROLL (ABSOLUTE),
MSSQL,MYSQL,671,1,CURSOR with options FORWARD_ONLY or SCROLL (RELATIVE),
MSSQL,MYSQL,776,40,Unknown Object,
MSSQL,MYSQL,736,0.1,@@SERVERNAME,
MSSQL,MYSQL,765,0.5,DATENAME,
MSSQL,MYSQL,767,0.1,DATEPART,
MSSQL,MYSQL,768,0.5,DATEPART,
MSSQL,MYSQL,811,8,Function,
MSSQL,MYSQL,843,2,XML,
MSSQL,MYSQL,833,0.2,@@rowcount,
MSSQL,MYSQL,605,2,TOP WITH TIES,
MSSQL,MYSQL,635,0.1,CREATE VIEW with option ENCRYPTION,
MSSQL,MYSQL,794,0.01,UDT,
MSSQL,POSTGRESQL,7627,8,Unknown,
MSSQL,POSTGRESQL,7658,2,DATATYPES,sql_variant
MSSQL,POSTGRESQL,7792,4,SYNONYMS,CREATE
MSSQL,POSTGRESQL,7808,16,Unknown,Unparsed SQL
MSSQL,POSTGRESQL,2004,16,DDL-Filestream,
MSSQL,POSTGRESQL,2005,4,DDL-Filetable,
MSSQL,POSTGRESQL,2009,4,INSERT-BULK,
MSSQL,POSTGRESQL,2010,4,SELECT-BULK,
MSSQL,POSTGRESQL,2013,8,DDL-Linked Server,
MSSQL,MYSQL,731,1,WITH <CTE expression>,
MSSQL,MYSQL,739,0.1,IIF,
MSSQL,MYSQL,762,0.25,DATEDIFF,
MSSQL,MYSQL,845,2,MERGE,
MSSQL,POSTGRESQL,7641,0.1,EXECUTE,EXECUTE with execute options [RESULT SETS UNDEFINED]
MSSQL,POSTGRESQL,7672,2,EXECUTE,EXECUTE a character string
MSSQL,POSTGRESQL,7702,0.1,CURSORS,READ_ONLY  option
MSSQL,POSTGRESQL,7704,0.1,CURSORS,OPTIMISTIC  option
MSSQL,POSTGRESQL,7789,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7797,4,,
MSSQL,POSTGRESQL,7798,4,Delete,TOP
MSSQL,POSTGRESQL,7803,4,CURSORS,FOR UPDATE
MSSQL,POSTGRESQL,7811,8, BUILT-IN SQL FUNCTIONS,CHECKSUM_AGG - GROUPING - UPING_ID
MSSQL,POSTGRESQL,7816,40,DATATYPES,XML
MSSQL,POSTGRESQL,7837,0.5,EXECUTE,EXECUTE
MSSQL,POSTGRESQL,2011,8,DML-Linked Server,
MSSQL,MYSQL,696,1.5,Identity,
MSSQL,MYSQL,715,3,TRY_PARSE,
MSSQL,MYSQL,616,1,UPDATE with option OUTPUT ,
MSSQL,MYSQL,649,2,Using ORDER BY in a ranking function � DENSE_RANK,
MSSQL,MYSQL,729,0.5,THROW,
MSSQL,MYSQL,732,4,Identity,
MSSQL,MYSQL,604,2,TOP PERCENT ,
MSSQL,MYSQL,677,2,CREATE TABLE,
MSSQL,MYSQL,837,0.5,TRY/CATCH,
MSSQL,MYSQL,844,0.5,DATETIME2(n>6)-DATETIMEOFFSET(n>6)-TIME(n>6),
MSSQL,MYSQL,679,0.1,CREATE TABLE,
MSSQL,MYSQL,681,0.1,CREATE INDEX,
MSSQL,MYSQL,683,0.1,CREATE INDEX,
MSSQL,MYSQL,684,0.1,CREATE INDEX,
MSSQL,MYSQL,823,0.1,Table Hints,
MSSQL,MYSQL,827,0.1,DECLARE / DEFAULT VALUE,
MSSQL,POSTGRESQL,7662,4,DATATYPES,geography
MSSQL,POSTGRESQL,7690,1,DATATYPES,UDT
MSSQL,POSTGRESQL,7900,8,BUILT-IN SERVICES,Database Mail
MSSQL,POSTGRESQL,7901,8,BUILT-IN SERVICES,Service Broker
MSSQL,POSTGRESQL,7915,3,MERGE,INSERT ON CONFLICT
MSSQL,POSTGRESQL,2000,8,BUILT-IN SERVICES-Database Mail,
MSSQL,POSTGRESQL,2001,16,BUILT-IN SERVICES-Service Broker,
MSSQL,POSTGRESQL,2016,10,DDL-Server-level objects,
MSSQL,MYSQL,607,2,INSERT with clause WITH <CTE expression>,
MSSQL,MYSQL,906,8,UNPIVOT clause,
MSSQL,POSTGRESQL,7605,2,SELECT,TOP WITH TIES
MSSQL,POSTGRESQL,7642,0.1,EXECUTE,EXECUTE with execute options [RESULT SETS NONE]
MSSQL,POSTGRESQL,7795,0.1,SELECT,search condition
MSSQL,POSTGRESQL,7812,4,DDL,CREATE TABLE
MSSQL,POSTGRESQL,7813,2,CREATE,Encrypted Objects
MSSQL,POSTGRESQL,7817,40,DATATYPES,XML
MSSQL,POSTGRESQL,7823,0.1,DML - FROM,Table Hints
MSSQL,POSTGRESQL,7825,2,DDL,CREATE TABLE
MSSQL,POSTGRESQL,2006,8,DDL-Encrypted Objects,
MSSQL,MYSQL,673,40,Unknown Statement,
MSSQL,MYSQL,808,40,Unparsed SQL,
MSSQL,MYSQL,904,0.1,SYS objects,
MSSQL,MYSQL,619,3,DELETE with clause WITH (CTE query definition),
MSSQL,MYSQL,622,1,DELETE with option OUTPUT,
MSSQL,MYSQL,650,4,Using ORDER BY in a ranking function � NTILE,
MSSQL,MYSQL,777,4,Table-valued function,
MSSQL,MYSQL,819,0.5,Arithmetic operators,
MSSQL,MYSQL,829,1,Variable assignment,
MSSQL,MYSQL,836,2,Binary data,
MSSQL,MYSQL,663,4,Parser Error,
MSSQL,MYSQL,676,0.5,FOREIGN KEY,
MSSQL,MYSQL,621,2,DELETE with clause TOP (expression) | PERCENT,
MSSQL,MYSQL,774,0.5,Arithmetic operators & mixed type,
MSSQL,MYSQL,665,0.5,FILESTREAM data,
MSSQL,MYSQL,602,0.1, Limits on indexes for InnoDB Tables,
MSSQL,MYSQL,641,0.1,EXECUTE with execute options [RESULT SETS UNDEFINED],
MSSQL,MYSQL,682,0.1,CREATE INDEX,
MSSQL,MYSQL,828,0.1,reserved,
MSSQL,MYSQL,839,0.1,SELECT with clause WITH <CTE expression>,
MSSQL,POSTGRESQL,7659,1,DATATYPES,table
MSSQL,POSTGRESQL,7836,2,UPDATE,Binary data
MSSQL,POSTGRESQL,7902,16,BUILT-IN SERVICES,SQL Server Agent
MSSQL,POSTGRESQL,2007,0.5,DDL-CREATE SCHEMA,
MSSQL,MYSQL,842,1,CURSOR options,
MSSQL,POSTGRESQL,7681,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7682,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7774,1,Arithmetic operators,Arithmetic operators & mixed type
MSSQL,POSTGRESQL,7782,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7785,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7791,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7806,8,Operators,Comparison Operators
MSSQL,MYSQL,908,0.5,CREATE TABLE,
MSSQL,MYSQL,687,4,search condition,
MSSQL,MYSQL,667,1,CURSOR with options FORWARD_ONLY or SCROLL (LAST),
MSSQL,MYSQL,690,2,UDT,
MSSQL,MYSQL,686,1,TRIGGERS,
MSSQL,MYSQL,655,8,Group By Grouping Sets,
MSSQL,MYSQL,691,1,WAITFOR TIME,
MSSQL,MYSQL,707,3,,
MSSQL,MYSQL,831,1,JOIN,
MSSQL,MYSQL,606,1,INSERT into table from EXECUTE procedure ,
MSSQL,MYSQL,648,2,Using ORDER BY in a ranking function � RANK,
MSSQL,MYSQL,814,0.5,RAISERROR,
MSSQL,MYSQL,689,0.5,RETURN,
MSSQL,MYSQL,825,2,CREATE TABLE,
MSSQL,MYSQL,700,0.1,KEYSET option ,
MSSQL,MYSQL,701,0.1,FAST_FORWARD option,
MSSQL,MYSQL,703,0.1,SCROLL_LOCKS option,
MSSQL,MYSQL,704,0.1,OPTIMISTIC  option,
MSSQL,MYSQL,733,0.1,PRINT,
MSSQL,MYSQL,810,0.01,SET NOCOUNT ,
MSSQL,POSTGRESQL,7674,8,Unknown,Unknown Clause
MSSQL,POSTGRESQL,7706,2,DATATYPES,datetimeoffset- hierarchyid- sql_variant- uniqueidentifier- xml- geography- geometry- rowversion
MSSQL,POSTGRESQL,7911,4,CREATE PARTITIONED TABLE,Partitioned table/Foreign Key
MSSQL,POSTGRESQL,7663,4,Parser Error,Parser Error
MSSQL,POSTGRESQL,7665,0.5,CREATE TABLE,FILESTREAM data
MSSQL,POSTGRESQL,7700,0.1,CURSORS,KEYSET option 
MSSQL,POSTGRESQL,7775,1,Arithmetic operators,Arithmetic operators
MSSQL,POSTGRESQL,7783,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7790,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7794,0.1,User types,User-Defined Data Types
MSSQL,POSTGRESQL,7800,1,CONTROL FLOW,
MSSQL,POSTGRESQL,7810,0.01,SPECIFIC SET statement ,SET NOCOUNT 
MSSQL,POSTGRESQL,7831,2,DDL,CREATE TABLE
MSSQL,POSTGRESQL,7838,0.1,EXECUTE,EXECUTE with option [ LOGIN | USER ]
MSSQL,POSTGRESQL,7839,0.5,EXECUTE,EXECUTE
MSSQL,MYSQL,901,12,Service Broker,
MSSQL,MYSQL,835,2,Filetable,
MSSQL,MYSQL,668,1,CURSOR with options FORWARD_ONLY or SCROLL (FIRST),
MSSQL,MYSQL,838,20,DBCC,
MSSQL,MYSQL,674,16,Unknown Clause,
MSSQL,MYSQL,609,1,INSERT with clause OUTPUT,
MSSQL,MYSQL,654,8,GROUP BY CUBE,
MSSQL,MYSQL,680,1,CREATE TABLE,
MSSQL,MYSQL,754,0.1,STDEV,
MSSQL,MYSQL,764,0.1,DATENAME,
MSSQL,MYSQL,830,2,LIMIT,
MSSQL,MYSQL,840,2,UPDATE with clause WITH <CTE expression>,
MSSQL,MYSQL,608,2,INSERT with clause TOP (expression) [PERCENT],
MSSQL,MYSQL,813,2,Encrypted Objects,
MSSQL,MYSQL,820,2,Arithmetic operators,
MSSQL,MYSQL,610,0.1,INSERT with Table Hint Limited,
MSSQL,MYSQL,675,0.1,CREATE INDEX,
MSSQL,MYSQL,826,0.1,DECLARE / DEFAULT VALUE,
MSSQL,MYSQL,841,0.1,Identity,
MSSQL,POSTGRESQL,7628,0.5,CONTROL FLOW, GOTO
MSSQL,POSTGRESQL,7645,6,EXECUTE,Execute a pass-through command against a linked server
MSSQL,POSTGRESQL,7664,8,DATATYPES,geometry
MSSQL,POSTGRESQL,7688,8,SELECT,search condition
MSSQL,POSTGRESQL,7708,2,DATATYPES,
MSSQL,POSTGRESQL,7809,4,TRIGGERS,INSTEAD OF
MSSQL,POSTGRESQL,7835,4,DDL,Filetable
MSSQL,POSTGRESQL,7903,16,BUILT-IN SERVICES,SQL Server Backup
MSSQL,POSTGRESQL,7909,8,TRIGGERS,UPDATE(column)/COLUMNS_UPDATED() 
MSSQL,POSTGRESQL,7910,4,CREATE PARTITIONED TABLE,Partitioned table
MSSQL,POSTGRESQL,7914,4,CREATE PARTITIONED TABLE,Update statement
MSSQL,MYSQL,900,8,Database Mail,
